Customer_ID,Gender,First_Date,First_region,First_state,First_city,Recent_Date,Last_region,Last_state,Last_city,Customer_Value,Buy_Times,Points_Earned,Points_Redeemed
118175024,unknown,20120704,West,Gujarat,Ahmedabad,20120704,West,Gujarat,Ahmedabad,1064.8,1,10,0
6737593,M,20120705,West,Maharashtra,Mumbai,20120705,West,Maharashtra,Mumbai,1008.6,1,50,0
23735428,M,20120712,North,Delhi,Delhi,20120712,North,Delhi,Delhi,790,1,0,0
85378995,F,20120719,West,Gujarat,Ahmedabad,20130304,West,Gujarat,Ahmedabad,9838.5,7,465,0
119140976,M,20120719,West,Gujarat,Vadodara,20120822,West,Gujarat,Vadodara,3450,2,75,0
119186117,M,20120720,West,Maharashtra,Mumbai,20120730,West,Maharashtra,Mumbai,2759,2,105,0
119674808,M,20120731,East,West Bengal,Kolkata,20130226,East,West Bengal,Kolkata,12998.399,11,850,0
6084092,M,20120810,South,Karnataka,Bangalore,20120810,South,Karnataka,Bangalore,1107.6,1,210,0
115508017,unknown,20120811,North,Madhya Pradesh,Bhopal,20120811,North,Madhya Pradesh,Bhopal,1225,1,40,0
120212272,unknown,20120813,West,Gujarat,Surat,20130327,West,Gujarat,Surat,11644.6,9,605,0
116890739,unknown,20120812,West,Gujarat,Ahmedabad,20120812,West,Gujarat,Ahmedabad,1115,1,95,0
118473359,M,20120812,East,Assam,Guwahati,20130228,South,Tamil Nadu,Madurai,9601.998,6,510,0
117692119,unknown,20120813,South,Tamil Nadu,Chennai,20121216,West,Gujarat,Surat,35492,3,1225,0
116999634,unknown,20120815,North,Uttar Pradesh,Lucknow,20120815,North,Uttar Pradesh,Lucknow,2034,1,55,0
1857385,F,20120820,East,West Bengal,Kolkata,20120820,East,West Bengal,Kolkata,1226,1,220,0
119748363,M,20120822,West,Gujarat,Vadodara,20121121,West,Gujarat,Vadodara,6589.999,4,489,0
120890158,unknown,20120828,West,Gujarat,Surat,20120828,West,Gujarat,Surat,1008,1,35,0
121167318,unknown,20120903,South,Andhra Pradesh,Visakhapatnam,20120903,South,Andhra Pradesh,Visakhapatnam,1000,1,50,0
121402506,unknown,20120908,North,Madhya Pradesh,Bhopal,20120908,North,Madhya Pradesh,Bhopal,5990,1,10,0
12544858,M,20120908,North,Delhi,Delhi,20130121,North,Delhi,Delhi,5010.8,4,285,0
121522031,unknown,20120911,West,Maharashtra,Mumbai,20130322,West,Gujarat,Surat,11270,3,575,0
119885000,F,20120911,West,Maharashtra,Pimpri-Chinchwad,20121223,West,Maharashtra,Pimpri-Chinchwad,9842.8,7,725,0
8204292,M,20120913,North,Rajasthan,Jaipur,20121216,North,Rajasthan,Jaipur,3586,3,150,0
115522867,unknown,20120916,West,Gujarat,Surat,20130203,West,Gujarat,Surat,6815,2,253,0
122019427,unknown,20120920,North,Madhya Pradesh,Bhopal,20130131,North,Delhi,Delhi,7110,3,990,0
122139797,unknown,20120922,East,West Bengal,Kolkata,20130218,East,West Bengal,Kolkata,16224,6,930,0
44899108,M,20120924,South,Andhra Pradesh,Visakhapatnam,20120924,South,Andhra Pradesh,Visakhapatnam,828,1,80,0
117712589,unknown,20120924,West,Gujarat,Vadodara,20130321,West,Gujarat,Vadodara,8882,3,600,0
117803614,F,20120926,West,Gujarat,Surat,20120926,West,Gujarat,Surat,1128,1,70,0
1831144,M,20120927,West,Gujarat,Surat,20130325,West,Gujarat,Surat,4109,3,561,0
122645587,F,20121003,West,Maharashtra,Mumbai,20121003,West,Maharashtra,Mumbai,952,1,50,0
115544501,unknown,20121004,West,Gujarat,Surat,20121004,West,Gujarat,Surat,1113,1,95,0
122831400,unknown,20121008,East,West Bengal,Kolkata,20121008,East,West Bengal,Kolkata,4800,1,310,0
42377511,M,20121015,South,Tamil Nadu,Chennai,20130310,South,Tamil Nadu,Chennai,7092,5,330,0
84389458,M,20121019,West,Gujarat,Ahmedabad,20121019,West,Gujarat,Ahmedabad,475,1,40,0
122286695,unknown,20121020,South,Telangana,Hyderabad,20121225,West,Gujarat,Ahmedabad,7481.1,3,709,0
123755464,unknown,20121026,North,Delhi,Delhi,20121026,North,Delhi,Delhi,1080,1,50,0
14651544,M,20121028,North,Uttar Pradesh,Kanpur,20121028,North,Uttar Pradesh,Kanpur,536,1,115,0
123856720,unknown,20121028,South,Andhra Pradesh,Visakhapatnam,20121028,South,Andhra Pradesh,Visakhapatnam,1980,1,115,0
123889651,unknown,20121029,North,Delhi,Delhi,20121029,North,Delhi,Delhi,1021,1,25,0
117959173,M,20121101,West,Gujarat,Surat,20130326,West,Gujarat,Surat,14504.501,8,328,645
124185044,unknown,20121107,South,Telangana,Hyderabad,20121107,South,Telangana,Hyderabad,1990,1,10,0
85244193,M,20121107,East,West Bengal,Kolkata,20130112,East,West Bengal,Kolkata,11779,7,874,0
124354696,unknown,20121107,West,Gujarat,Surat,20121130,West,Gujarat,Surat,4322,3,310,0
124710389,unknown,20121112,West,Gujarat,Surat,20121112,West,Gujarat,Surat,1068,1,20,0
124774315,unknown,20121112,South,Karnataka,Bangalore,20121129,West,Maharashtra,Mumbai,1325,2,75,0
123209902,M,20121114,South,Tamil Nadu,Chennai,20121114,South,Tamil Nadu,Chennai,1398.5,1,55,0
125031876,M,20121117,South,Karnataka,Bangalore,20121117,South,Karnataka,Bangalore,863,1,0,0
124880026,unknown,20121120,West,Maharashtra,Nashik,20130312,West,Maharashtra,Nashik,14142,8,375,82
125023608,M,20121121,North,Delhi,Delhi,20130220,North,Uttar Pradesh,Kanpur,9119.8,5,400,0
125340504,M,20121122,West,Gujarat,Surat,20121223,South,Karnataka,Hubballi-Dharwad,2965,3,105,0
125469939,M,20121124,South,Tamil Nadu,Chennai,20121124,South,Tamil Nadu,Chennai,900,1,30,0
6905431,F,20121127,North,Rajasthan,Jaipur,20121127,North,Rajasthan,Jaipur,1008.6,1,195,0
125923111,M,20121203,West,Maharashtra,Pimpri-Chinchwad,20121203,West,Maharashtra,Pimpri-Chinchwad,865.8,1,40,0
125626311,M,20121208,North,Delhi,Delhi,20121208,North,Delhi,Delhi,1377,1,80,0
124723993,F,20121208,North,Rajasthan,Jaipur,20130119,North,Rajasthan,Jaipur,5043.8,3,222,0
126345247,M,20121210,South,Tamil Nadu,Chennai,20121210,South,Tamil Nadu,Chennai,1080,1,80,0
5572228,M,20121213,North,Rajasthan,Jaipur,20121213,North,Rajasthan,Jaipur,3870,1,100,0
126816066,unknown,20121213,West,Gujarat,Surat,20121213,West,Gujarat,Surat,2483,2,165,0
126883690,M,20121214,South,Tamil Nadu,Chennai,20121214,South,Tamil Nadu,Chennai,1024.999,1,50,0
119164972,F,20121216,South,Tamil Nadu,Chennai,20121230,South,Tamil Nadu,Chennai,6589.301,5,450,0
126966180,M,20121214,North,Delhi,Delhi,20130101,North,Delhi,Delhi,6781,3,280,0
127117664,M,20121220,South,Karnataka,Bangalore,20130110,South,Karnataka,Bangalore,9364,2,315,800
127408994,M,20121221,South,Telangana,Hyderabad,20121221,South,Telangana,Hyderabad,1050,1,0,0
127618271,M,20121223,West,Gujarat,Surat,20121223,West,Gujarat,Surat,2920,1,260,0
127666766,M,20121224,West,Gujarat,Surat,20121225,West,Gujarat,Surat,4996.399,2,225,0
5906895,M,20121226,South,Tamil Nadu,Chennai,20130222,West,Maharashtra,Mumbai,22003.5,2,840,0
124142026,M,20121227,South,Telangana,Hyderabad,20130314,South,Telangana,Hyderabad,5600.8,2,70,0
128135627,M,20121230,West,Gujarat,Surat,20121230,West,Gujarat,Surat,1659.2,1,130,0
128983602,M,20130117,South,Telangana,Hyderabad,20130117,South,Telangana,Hyderabad,7590,1,32,0
65542516,M,20130120,South,Karnataka,Bangalore,20130120,South,Karnataka,Bangalore,34870,1,82,0
129364378,M,20130124,North,Delhi,Delhi,20130124,North,Delhi,Delhi,450,1,50,0
129357425,M,20130127,South,Tamil Nadu,Chennai,20130127,South,Tamil Nadu,Chennai,1776.4,1,120,0
128037531,M,20130127,North,Madhya Pradesh,Bhopal,20130202,West,Maharashtra,Pimpri-Chinchwad,6676.1,2,90,0
129536823,M,20130127,North,Uttar Pradesh,Kanpur,20130127,North,Uttar Pradesh,Kanpur,1034,1,20,0
121296849,unknown,20130201,West,Gujarat,Surat,20130219,West,Gujarat,Surat,2746,2,145,0
129084137,M,20130203,West,Gujarat,Surat,20130330,West,Gujarat,Surat,10858.4,9,762,0
129861826,M,20130202,West,Gujarat,Vadodara,20130202,West,Gujarat,Vadodara,1426,1,130,0
116464090,M,20130202,West,Gujarat,Surat,20130202,West,Gujarat,Surat,1900,1,190,0
129945267,M,20130207,South,Tamil Nadu,Chennai,20130207,South,Tamil Nadu,Chennai,990,1,0,0
129989146,M,20130208,North,Delhi,Delhi,20130208,North,Delhi,Delhi,942,1,65,0
130042147,M,20130208,South,Tamil Nadu,Chennai,20130208,South,Tamil Nadu,Chennai,490,1,45,0
118047846,M,20130219,West,Gujarat,Ahmedabad,20130219,West,Gujarat,Ahmedabad,1400,1,130,0
123705498,M,20130219,West,Gujarat,Rajkot,20130219,West,Gujarat,Rajkot,1813.6,2,99,0
130382099,M,20130222,West,Maharashtra,Pimpri-Chinchwad,20130222,West,Maharashtra,Pimpri-Chinchwad,2064,2,70,0
774133,M,20130306,West,Gujarat,Surat,20130306,West,Gujarat,Surat,1039,1,155,0
131025402,M,20130307,West,Maharashtra,Mumbai,20130317,West,Maharashtra,Mumbai,3129.5,2,81,0
127132329,F,20130312,West,Gujarat,Surat,20130312,West,Gujarat,Surat,1008,1,77,0
131890367,M,20130321,North,Rajasthan,Jaipur,20130322,West,Gujarat,Surat,1293,2,85,0
124726402,M,20130326,West,Gujarat,Surat,20130326,West,Gujarat,Surat,5880,1,0,0
128484119,M,20130328,North,Uttar Pradesh,Lucknow,20130328,North,Uttar Pradesh,Lucknow,487,1,40,0
85078488,M,20120103,North,Uttar Pradesh,Kanpur,20120103,North,Uttar Pradesh,Kanpur,4002,1,2615,0
7993873,M,20120101,East,West Bengal,Kolkata,20130202,East,West Bengal,Kolkata,15309.301,11,885,0
6048156,F,20120101,North,Delhi,Delhi,20130324,North,Delhi,Delhi,89093.198,39,3557,5629
63547524,F,20120103,South,Tamil Nadu,Chennai,20120314,North,Uttar Pradesh,Kanpur,2526.999,3,49,11
8901704,M,20120103,East,West Bengal,Kolkata,20120605,East,West Bengal,Kolkata,10945.001,12,395,400
44922266,M,20120103,North,Madhya Pradesh,Bhopal,20130323,South,Karnataka,Bangalore,28358.302,21,1688,0
50191950,F,20120105,West,Gujarat,Surat,20120116,West,Gujarat,Surat,40590,4,5055,0
85652981,M,20120106,East,West Bengal,Kolkata,20130304,East,West Bengal,Kolkata,86067.399,17,5255,0
7125466,unknown,20120108,West,Gujarat,Surat,20130310,West,Gujarat,Surat,33417.101,23,291,10656
36364159,F,20120107,North,Delhi,Delhi,20130326,North,Delhi,Delhi,28571.701,22,2573,0
85641383,M,20120108,West,Gujarat,Surat,20120108,West,Gujarat,Surat,1103.9,1,90,0
6657052,M,20120109,West,Gujarat,Ahmedabad,20130121,West,Gujarat,Ahmedabad,47121.699,29,919,4656
85130428,M,20120109,West,Gujarat,Surat,20120128,South,Tamil Nadu,Chennai,1660,2,0,0
74130743,F,20120110,North,Madhya Pradesh,Bhopal,20130316,West,Gujarat,Surat,19937.4,13,1395,0
6919236,F,20120111,West,Gujarat,Surat,20130321,West,Gujarat,Surat,33086.505,26,478,7285
86090678,M,20120111,North,Delhi,Delhi,20120111,North,Delhi,Delhi,1010,1,110,0
23667828,M,20120112,West,Gujarat,Surat,20130302,South,Tamil Nadu,Chennai,30183.4,20,2005,0
10120483,M,20120112,South,Karnataka,Bangalore,20130321,South,Karnataka,Bangalore,27561.101,15,1990,0
12612605,M,20120112,North,Madhya Pradesh,Bhopal,20120211,North,Madhya Pradesh,Bhopal,4749,2,320,5040
8804182,F,20120112,North,Uttar Pradesh,Kanpur,20130331,North,Uttar Pradesh,Kanpur,86460.897,25,6600,0
7608819,M,20120115,South,Tamil Nadu,Chennai,20120115,South,Tamil Nadu,Chennai,1336,2,0,0
72996669,M,20120119,South,Tamil Nadu,Chennai,20120119,South,Tamil Nadu,Chennai,2403.1,1,149,2020
45770991,F,20120118,North,Uttar Pradesh,Kanpur,20120916,North,Uttar Pradesh,Kanpur,14049,7,396,939
91033300,M,20120129,West,Gujarat,Surat,20120318,West,Gujarat,Surat,3516.602,4,285,0
74129461,M,20120130,West,Maharashtra,Mumbai,20130215,West,Maharashtra,Mumbai,10855.998,8,640,0
91087911,M,20120201,North,Uttar Pradesh,Ghaziabad,20120308,North,Uttar Pradesh,Kanpur,3450,4,60,0
91267586,M,20120204,West,Gujarat,Surat,20120204,West,Gujarat,Surat,2809.9,1,70,0
91268377,M,20120205,North,Delhi,Delhi,20120205,North,Delhi,Delhi,1780.999,1,65,0
66382221,M,20120207,North,Delhi,Delhi,20120207,North,Delhi,Delhi,171,1,0,300
5886834,M,20120206,South,Tamil Nadu,Chennai,20120503,South,Tamil Nadu,Chennai,17758.999,9,322,310
92731161,M,20120208,West,Gujarat,Surat,20120208,West,Gujarat,Surat,2310,1,0,0
5516257,M,20120211,West,Maharashtra,Pimpri-Chinchwad,20120212,West,Maharashtra,Pimpri-Chinchwad,1898.999,2,640,0
91130489,M,20120211,South,Tamil Nadu,Chennai,20130124,South,Tamil Nadu,Chennai,16085.603,15,939,0
92887678,F,20120212,North,Delhi,Delhi,20120212,North,Delhi,Delhi,1888.8,1,90,0
113142398,M,20120214,West,Maharashtra,Nashik,20130325,West,Maharashtra,Nashik,7960.2,8,475,0
92888276,M,20120214,West,Maharashtra,Mumbai,20120317,West,Maharashtra,Mumbai,3420,4,90,0
31691,M,20120217,North,Delhi,Delhi,20130128,East,West Bengal,Kolkata,9180.7,7,445,0
431097,M,20120219,North,Uttar Pradesh,Kanpur,20120409,North,Uttar Pradesh,Kanpur,2303,2,1140,0
84488925,M,20120220,East,West Bengal,Kolkata,20130222,East,West Bengal,Kolkata,19037.198,18,1800,0
88002956,M,20120221,West,Maharashtra,Nashik,20121228,West,Maharashtra,Nashik,12254.001,9,570,0
113800082,M,20120224,North,Uttar Pradesh,Kanpur,20121027,North,Uttar Pradesh,Kanpur,7171,5,650,0
113797256,M,20120224,West,Gujarat,Surat,20120224,West,Gujarat,Surat,1076,1,50,0
113920698,M,20120226,West,Maharashtra,Nagpur,20130224,West,Maharashtra,Nagpur,4584.8,3,130,0
88115038,F,20120228,East,West Bengal,Kolkata,20130325,West,Gujarat,Ahmedabad,34770.698,18,1590,0
73797803,M,20120229,West,Gujarat,Surat,20120229,West,Gujarat,Surat,967.001,1,55,0
88079877,M,20120304,South,Tamil Nadu,Chennai,20130326,South,Tamil Nadu,Chennai,25718.499,17,286,1110
63461466,M,20120306,West,Gujarat,Surat,20130122,West,Gujarat,Surat,4611.002,5,570,0
6912846,M,20120306,West,Gujarat,Surat,20130224,West,Gujarat,Surat,11680.9,8,755,0
9340634,F,20120307,West,Gujarat,Surat,20130204,West,Gujarat,Surat,47920.8,26,934,2091
114366137,M,20120308,West,Gujarat,Rajkot,20120826,South,Telangana,Warangal,10040.501,7,115,15
36217628,M,20120310,West,Maharashtra,Nagpur,20130228,West,Maharashtra,Nagpur,5388,5,145,0
63194968,M,20120311,North,Delhi,Delhi,20120409,North,Delhi,Delhi,3595,4,10,50
49885950,M,20120313,West,Gujarat,Surat,20121115,South,Tamil Nadu,Tiruvottiyur,14933.999,6,770,0
50171500,M,20120315,South,Telangana,Hyderabad,20130222,South,Telangana,Hyderabad,15326.5,10,1116,0
114755224,M,20120316,North,Rajasthan,Jaipur,20120316,North,Rajasthan,Jaipur,886.5,1,30,0
6586763,M,20120318,North,Delhi,Delhi,20130126,North,Delhi,Delhi,21485.5,18,2002,0
114738154,M,20120318,West,Gujarat,Ahmedabad,20120623,East,Assam,Guwahati,2888.201,3,115,0
114997229,F,20120319,South,Tamil Nadu,Chennai,20130125,South,Tamil Nadu,Chennai,4034,3,247,0
115176619,unknown,20120326,North,Delhi,Delhi,20120326,North,Delhi,Delhi,4560,1,450,0
115169452,unknown,20120323,North,Uttar Pradesh,Kanpur,20130221,West,Maharashtra,Mumbai,5023,6,310,0
63475632,M,20120323,West,Gujarat,Surat,20120418,West,Gujarat,Surat,1178,2,30,0
114533674,M,20120325,North,Uttar Pradesh,Ghaziabad,20120528,North,Madhya Pradesh,Jabalpur,3255,3,125,0
7921552,M,20120402,South,Tamil Nadu,Chennai,20130126,South,Tamil Nadu,Chennai,10979.901,10,1005,0
84852548,M,20120404,South,Telangana,Hyderabad,20130203,South,Telangana,Hyderabad,6040,2,515,0
10947143,M,20120403,South,Tamil Nadu,Chennai,20120916,South,Tamil Nadu,Chennai,2287,3,120,0
35881075,F,20120405,North,Uttar Pradesh,Kanpur,20130219,North,Uttar Pradesh,Kanpur,9575,7,425,0
115635667,F,20120409,North,Uttar Pradesh,Kanpur,20130331,North,Uttar Pradesh,Kanpur,26148.093,23,1694,0
115434685,unknown,20120409,West,Gujarat,Surat,20130203,West,Gujarat,Surat,7859,3,720,0
91191313,F,20120411,North,Uttar Pradesh,Ghaziabad,20120515,North,Uttar Pradesh,Ghaziabad,2673.4,3,4,3
115645626,unknown,20120409,West,Gujarat,Ahmedabad,20120409,West,Gujarat,Ahmedabad,2916,1,145,0
115704744,F,20120411,South,Andhra Pradesh,Vijayawada,20121207,North,Uttar Pradesh,Lucknow,5058.901,3,170,0
116010330,F,20120421,West,Maharashtra,Nashik,20130319,West,Maharashtra,Nashik,90432.197,69,444,28363
114130204,M,20120423,West,Maharashtra,Nagpur,20121129,West,Maharashtra,Nagpur,13597.1,12,595,0
116125952,F,20120425,North,Uttar Pradesh,Lucknow,20130214,North,Uttar Pradesh,Lucknow,7169,4,463,0
657088,M,20120424,South,Karnataka,Bangalore,20120424,South,Karnataka,Bangalore,1373,1,300,0
116136935,unknown,20120425,South,Telangana,Hyderabad,20120425,South,Telangana,Hyderabad,198,1,10,0
115559634,unknown,20120503,West,Gujarat,Vadodara,20130120,North,Uttar Pradesh,Ghaziabad,18582.2,13,862,0
116390293,M,20120503,West,Gujarat,Vadodara,20120503,West,Gujarat,Vadodara,14850,1,650,0
116488258,M,20120507,South,Tamil Nadu,Chennai,20120821,South,Tamil Nadu,Chennai,4268.402,4,376,0
36454663,M,20120511,West,Maharashtra,Pimpri-Chinchwad,20130319,West,Maharashtra,Pimpri-Chinchwad,3775,4,272,0
116841425,M,20120518,West,Gujarat,Surat,20130203,West,Gujarat,Surat,3376,3,285,0
8589,unknown,20120520,West,Gujarat,Surat,20120520,West,Gujarat,Surat,1014,1,664,0
116935109,unknown,20120522,South,Tamil Nadu,Chennai,20120522,South,Tamil Nadu,Chennai,5600,1,0,0
116825789,unknown,20120522,West,Gujarat,Surat,20120925,West,Gujarat,Surat,9571.2,3,940,0
116720019,M,20120525,North,Rajasthan,Jaipur,20120528,North,Rajasthan,Jaipur,5120,2,0,0
11920385,M,20120525,South,Karnataka,Bangalore,20130327,South,Karnataka,Bangalore,11638,3,25,0
117148927,M,20120602,East,West Bengal,Kolkata,20130330,North,Orissa,Cuttack,87055.297,43,2249,2941
9247804,M,20120603,North,Uttar Pradesh,Kanpur,20130319,North,Uttar Pradesh,Kanpur,8767.6,4,355,0
117322304,unknown,20120604,East,West Bengal,Kolkata,20120822,East,West Bengal,Kolkata,4411.6,4,205,0
117458370,unknown,20120609,West,Gujarat,Vadodara,20121216,West,Gujarat,Vadodara,4730,3,195,0
7325163,M,20120610,North,Rajasthan,Jaipur,20120610,North,Rajasthan,Jaipur,6047.8,1,400,0
117497659,unknown,20120611,North,Delhi,Delhi,20120611,North,Delhi,Delhi,1790,1,10,0
54735875,M,20120611,South,Karnataka,Hubballi-Dharwad,20130129,North,Madhya Pradesh,Bhopal,2725.399,3,130,0
6024124,M,20120620,West,Gujarat,Surat,20121125,East,Assam,Guwahati,6434.6,4,300,0
117963727,unknown,20120626,South,Andhra Pradesh,Visakhapatnam,20120626,South,Andhra Pradesh,Visakhapatnam,1001,1,35,0
117491303,M,20120629,North,Uttar Pradesh,Lucknow,20120629,North,Uttar Pradesh,Lucknow,718,1,65,0
118442686,unknown,20120706,East,West Bengal,Kolkata,20120706,East,West Bengal,Kolkata,492,1,10,0
118414537,F,20120706,North,Delhi,Delhi,20121225,North,Delhi,Delhi,8162,3,95,0
8321334,M,20120708,North,Uttar Pradesh,Kanpur,20130327,North,Uttar Pradesh,Kanpur,4448.6,5,215,0
118638570,M,20120710,North,Uttar Pradesh,Kanpur,20130316,North,Uttar Pradesh,Kanpur,5502.598,5,395,0
118749022,M,20120712,North,Madhya Pradesh,Bhopal,20120712,North,Madhya Pradesh,Bhopal,230,1,10,0
118655653,unknown,20120716,West,Gujarat,Ahmedabad,20130119,West,Gujarat,Ahmedabad,5252,4,75,0
119128902,unknown,20120723,South,Karnataka,Bangalore,20130220,West,Gujarat,Surat,1992,3,150,0
119631034,unknown,20120731,North,Uttar Pradesh,Kanpur,20130325,North,Uttar Pradesh,Kanpur,29215.501,10,2220,0
119611081,M,20120730,West,Gujarat,Surat,20130324,West,Gujarat,Surat,27424.3,25,2619,0
119655709,M,20120731,East,West Bengal,Kolkata,20120731,East,West Bengal,Kolkata,593.4,1,60,0
288865,M,20120806,South,Tamil Nadu,Chennai,20120806,South,Tamil Nadu,Chennai,624,1,130,0
120106676,F,20120811,West,Gujarat,Surat,20130320,West,Gujarat,Surat,23332.5,11,1357,0
120425484,unknown,20120817,East,West Bengal,Kolkata,20120817,East,West Bengal,Kolkata,982,1,0,0
23801056,M,20120820,South,Karnataka,Bangalore,20120820,South,Karnataka,Bangalore,1085,1,630,0
117890558,unknown,20120821,North,Rajasthan,Jaipur,20120821,North,Rajasthan,Jaipur,1156.6,1,35,0
120863558,unknown,20120828,North,Delhi,Delhi,20120828,North,Delhi,Delhi,1258,1,20,0
120458022,M,20120829,South,Telangana,Hyderabad,20120829,South,Telangana,Hyderabad,538,1,0,0
6938445,M,20120902,North,Uttar Pradesh,Kanpur,20121019,East,West Bengal,Kolkata,2398,2,190,0
120962052,unknown,20120904,North,Uttar Pradesh,Kanpur,20130219,North,Uttar Pradesh,Kanpur,30188.8,9,2210,0
5612988,M,20120905,West,Gujarat,Surat,20120905,West,Gujarat,Surat,3190,1,130,0
121539765,M,20120911,North,Uttar Pradesh,Lucknow,20120911,North,Uttar Pradesh,Lucknow,338,1,10,0
120679165,unknown,20120914,West,Maharashtra,Pimpri-Chinchwad,20130312,West,Maharashtra,Pimpri-Chinchwad,4118,3,300,0
121824972,unknown,20120917,West,Gujarat,Surat,20121203,West,Gujarat,Surat,2096,3,112,0
2966970,F,20120921,East,West Bengal,Kolkata,20130317,West,Gujarat,Surat,7800.6,5,560,0
164615,F,20120923,West,Maharashtra,Mumbai,20120923,West,Maharashtra,Mumbai,1064.101,1,466,0
120448520,F,20120922,West,Gujarat,Vadodara,20130327,West,Gujarat,Vadodara,6702.001,5,250,0
114137768,M,20120923,South,Tamil Nadu,Chennai,20130225,South,Tamil Nadu,Chennai,17385.2,8,1165,0
120308366,M,20120924,West,Gujarat,Surat,20121122,East,Jharkhand,Ranchi,3871.999,2,70,0
55723043,M,20120925,South,Telangana,Hyderabad,20121005,West,Gujarat,Vadodara,3131.6,2,125,0
122461359,M,20120928,South,Karnataka,Bangalore,20120928,South,Karnataka,Bangalore,780,1,0,0
122492018,unknown,20120929,North,Rajasthan,Jaipur,20120929,North,Rajasthan,Jaipur,17960,1,660,0
121212092,unknown,20121010,West,Gujarat,Rajkot,20121010,West,Gujarat,Rajkot,2990,1,60,0
122976681,unknown,20121010,West,Gujarat,Ahmedabad,20121010,West,Gujarat,Ahmedabad,108,1,0,0
123378906,unknown,20121018,South,Karnataka,Bangalore,20130221,South,Karnataka,Bangalore,10709,7,470,0
123479665,M,20121020,South,Telangana,Hyderabad,20121112,South,Telangana,Hyderabad,4588,3,266,0
123595398,M,20121023,South,Karnataka,Bangalore,20121101,South,Karnataka,Bangalore,4707,2,405,0
122362935,unknown,20121027,North,Uttar Pradesh,Kanpur,20130316,North,Uttar Pradesh,Kanpur,6917.999,5,680,0
123065910,unknown,20121025,North,Delhi,Delhi,20121025,North,Delhi,Delhi,1044,1,75,0
7058559,M,20121025,North,Rajasthan,Jaipur,20130319,North,Rajasthan,Jaipur,4723.3,4,245,0
122951541,M,20121027,North,Uttar Pradesh,Kanpur,20130308,West,Maharashtra,Pimpri-Chinchwad,6313.5,6,593,0
2085315,M,20121027,West,Gujarat,Vadodara,20130325,West,Gujarat,Vadodara,33676.001,6,267,660
118351290,unknown,20121030,South,Telangana,Hyderabad,20130328,South,Telangana,Hyderabad,46536.30688,26,1241,1524
123738456,unknown,20121105,North,Delhi,Delhi,20121212,North,Delhi,Delhi,2740,2,180,0
124121680,M,20121107,West,Gujarat,Surat,20121107,West,Gujarat,Surat,1278,1,90,0
124369571,unknown,20121107,North,Rajasthan,Jaipur,20121224,North,Rajasthan,Jaipur,6727.2,4,317,0
116835159,unknown,20121109,South,Tamil Nadu,Chennai,20121217,West,Maharashtra,Mumbai,3326,4,75,0
124664550,M,20121112,West,Maharashtra,Nagpur,20130308,West,Gujarat,Vadodara,10461.999,9,265,260
124670378,M,20121112,West,Gujarat,Ahmedabad,20121112,West,Gujarat,Ahmedabad,4390,1,50,0
124615941,unknown,20121111,East,West Bengal,Kolkata,20121111,East,West Bengal,Kolkata,1952.5,1,0,0
123436590,F,20121118,West,Gujarat,Surat,20130219,West,Gujarat,Surat,20687.7,9,233,1175
50171183,M,20121118,West,Gujarat,Surat,20130220,West,Gujarat,Surat,14848.8,7,1075,0
122695671,M,20121118,South,Tamil Nadu,Chennai,20130214,West,Gujarat,Surat,2085.6,2,100,0
125167592,M,20121119,North,Delhi,Delhi,20121119,North,Delhi,Delhi,1019,1,5,0
125390123,unknown,20121123,North,Delhi,Delhi,20121218,North,Delhi,Delhi,3198,2,32,0
125753659,M,20121129,North,Rajasthan,Jaipur,20121129,North,Rajasthan,Jaipur,1788,1,95,0
75125,M,20121201,West,Gujarat,Ahmedabad,20130102,West,Gujarat,Ahmedabad,1673,2,140,0
126157610,M,20121207,North,Madhya Pradesh,Bhopal,20130208,North,Madhya Pradesh,Bhopal,7496.8,6,469,0
125067088,unknown,20121213,South,Karnataka,Bangalore,20121213,South,Karnataka,Bangalore,4880,1,0,0
115434480,unknown,20121227,West,Maharashtra,Mumbai,20121227,West,Maharashtra,Mumbai,10064.799,1,415,0
122191424,F,20121229,West,Maharashtra,Nagpur,20121229,West,Maharashtra,Nagpur,710,1,0,0
126364034,M,20121230,North,Uttar Pradesh,Kanpur,20130322,North,Uttar Pradesh,Kanpur,6760,6,427,0
128235809,M,20130103,West,Gujarat,Vadodara,20130228,West,Gujarat,Vadodara,15658.3,15,617,436
118336627,F,20130105,North,Uttar Pradesh,Kanpur,20130114,North,Uttar Pradesh,Kanpur,1530,2,98,0
128230753,M,20130106,West,Gujarat,Surat,20130106,West,Gujarat,Surat,1740,1,0,0
128596389,M,20130109,East,West Bengal,Kolkata,20130109,East,West Bengal,Kolkata,1043.2,1,85,0
63954,F,20130112,West,Gujarat,Surat,20130112,West,Gujarat,Surat,21590,1,90,0
117791167,unknown,20130116,South,Tamil Nadu,Chennai,20130116,South,Tamil Nadu,Chennai,1016.6,1,45,0
125561447,unknown,20130116,East,West Bengal,Kolkata,20130121,East,West Bengal,Kolkata,3270,2,87,0
123078219,unknown,20130119,North,Madhya Pradesh,Indore,20130119,North,Madhya Pradesh,Indore,3003,3,295,0
124049516,F,20130123,South,Telangana,Hyderabad,20130328,South,Telangana,Hyderabad,8649.7,3,519,0
129476516,M,20130127,South,Karnataka,Bangalore,20130127,South,Karnataka,Bangalore,629,1,55,0
